nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0532461,Justina Machado,1972.0,,"actress,soundtrack","tt2975578,tt0248654,tt5339440,tt0329691"
nm0532478,Mario Machado,1935.0,2013.0,actor,"tt0107978,tt0084602,tt0093870,tt0100502"
nm0532683,Gabriel Macht,1972.0,,"actor,producer,director","tt0343737,tt1632701,tt0831887,tt0490084"
nm0532685,Stephen Macht,1942.0,,"actor,director","tt0099697,tt0083395,tt0093560,tt0111474"
nm0532880,Marguerite MacIntyre,1961.0,,"actress,writer,producer","tt0756509,tt1405406,tt0364845,tt0289765"
nm0532928,Allison Mack,1982.0,,"actress,producer,director","tt0279600,tt0429589,tt1398941,tt0119310"
nm0533045,Marion Mack,1902.0,1989.0,"actress,writer","tt0016711,tt0014262,tt0017925,tt0016183"
nm0533241,Alexander Mackendrick,1912.0,1993.0,"writer,director,art_department","tt0048281,tt0044876,tt0045654,tt0051036"
nm0533284,David Mackenzie,1966.0,,"director,producer,writer","tt0466816,tt1439572,tt2567712,tt2582782"
nm0533323,J.C. MacKenzie,1970.0,,"actor,writer","tt0993846,tt8826128,tt1302006,tt0407887"
nm0533380,Peter Mackenzie,,,actor,"tt1636826,tt0101115,tt3203606,tt3487356"
nm0533418,Æneas MacKenzie,1889.0,1962.0,writer,"tt0049833,tt0041796,tt0043379,tt0044333"
nm0533599,Steven Mackintosh,1967.0,,actor,"tt0405508,tt0401855,tt0100133,tt0120735"
nm0533666,Angus MacLachlan,,,"writer,director,actor","tt1423995,tt2798068,tt5462906,tt0418773"
nm0533691,Angus MacLane,,,"animation_department,actor,director","tt2277860,tt2446040,tt0910970,tt0317705"
nm0533745,Alistair MacLean,1922.0,1987.0,writer,"tt0078836,tt0065207,tt0066258,tt0054953"
nm0533805,Norman Maclean,1902.0,1990.0,writer,"tt0114235,tt0105265"
nm0533914,Lewis Macleod,1970.0,,"actor,writer,art_department","tt1709143,tt0764644,tt0292256,tt0120915"
nm0534013,Kenneth MacMillan,1939.0,,"cinematographer,camera_department","tt0097499,tt0120643,tt0083480,tt0105046"
nm0534045,Fred MacMurray,1908.0,1991.0,"actor,soundtrack,producer","tt0054594,tt0053604,tt0036775,tt0046816"
nm0534084,Ian MacNaughton,1925.0,2002.0,"director,actor,producer","tt0066765,tt0164268,tt0063929,tt0063944"
nm0534115,Noel MacNeal,1961.0,,"actor,soundtrack,miscellaneous","tt0976238,tt0179042,tt0173664,tt0108308"
nm0534134,Tress MacNeille,1951.0,,"actress,soundtrack,costume_department","tt0149460,tt0105941,tt0096697,tt0462538"
nm0534167,Peter Macon,,,"actor,miscellaneous","tt0286486,tt5691552,tt0773262,tt7006358"
nm0534173,Rupert Maconick,,,producer,"tt9204136,tt0114322,tt11827628,tt1083452"
nm0534191,Angus MacPhail,1903.0,1962.0,"writer,miscellaneous,producer","tt0038109,tt0051207,tt0024073,tt0037635"
nm0534205,Daniel MacPherson,1980.0,,actor,"tt1492179,tt4536768,tt1620680,tt5542294"
nm0534207,Don MacPherson,1954.0,,"writer,script_department","tt0118661,tt4175844,tt0090585,tt2515034"
nm0534215,Glen MacPherson,1957.0,,"cinematographer,camera_department,miscellaneous","tt6475714,tt2592614,tt0862856,tt0450232"
nm0534317,George Macready,1899.0,1973.0,actor,"tt0037932,tt0050825,tt0038559,tt0059243"
nm0534343,Andrew MacRitchie,,,"editor,editorial_department,visual_effects","tt1709143,tt0096446,tt0483607,tt0246460"
nm0534347,Alma Macrorie,1904.0,1970.0,"editor,actress,editorial_department","tt0046806,tt0048750,tt0040317,tt0039040"
nm0534352,Malcolm MacRury,,,"writer,producer,miscellaneous","tt0107501,tt2062657,tt1954804,tt9252156"
nm0534543,Marianne Maddalena,1957.0,,"producer,actress,miscellaneous","tt0844708,tt0219653,tt0120082,tt0111686"
nm0534574,David Madden,1955.0,,"producer,director,writer","tt0206275,tt0163187,tt0104389,tt0386792"
nm0534635,Richard Madden,1986.0,,"actor,producer,soundtrack","tt2368619,tt0944947,tt1661199,tt2066051"
nm0534681,Brent Maddock,,,"writer,producer,miscellaneous","tt0327375,tt0100814,tt0120891,tt0107091"
nm0534701,Diana Maddox,1926.0,,"actress,writer,music_department","tt0348926,tt0080516,tt0082005,tt0341777"
nm0534772,Ashley Madekwe,1981.0,,actress,"tt1837642,tt0795493,tt2963254,tt0455538"
nm0534856,Madhavan,1970.0,,"actor,writer,producer","tt5310090,tt6148156,tt1187043,tt6466208"
nm0534893,Alix Madigan,,,"producer,actress","tt1399683,tt0896798,tt1655441,tt2238050"
nm0534944,James Madio,1975.0,,"actor,producer,director","tt0185906,tt0203259,tt0112461,tt1742044"
nm0535019,Natalie Brown,1973.0,,"actress,miscellaneous","tt2654620,tt3322892,tt1132626,tt0363547"
nm0535189,David Madsen,,,writer,"tt0118955,tt0094492,tt0112722"
nm0535295,Roman Madyanov,1962.0,,actor,"tt2802154,tt0488478,tt3764724,tt1252383"
nm0535320,Jack Maeby,,,"script_department,writer,music_department","tt0093435,tt0108281,tt0085127,tt0363226"
nm0535323,Klaus Maeck,1954.0,,"producer,director,actor","tt0347048,tt4291066,tt0880502,tt1244668"
nm0535329,Aki Maeda,1985.0,,actress,"tt0338763,tt0279112,tt0347618,tt0266308"
nm0535346,Shigeji Maeda,,,"producer,production_manager,executive","tt5084170,tt0454298,tt1436045,tt3354222"
nm0535502,Mía Maestro,1978.0,,"actress,soundtrack,producer","tt1673434,tt1615065,tt2654620,tt0318462"
nm0535718,Elena Maganini,,,"editor,editorial_department,producer","tt0099763,tt0113101,tt0120890,tt0773262"
nm0535861,Patrick Magee,1922.0,1982.0,actor,"tt0072684,tt0058777,tt0082158,tt0066921"
nm0535940,Maria Maggenti,1962.0,,"miscellaneous,producer,writer","tt0113416,tt1691916,tt4016454,tt9900092"
nm0535991,Pupella Maggio,1910.0,1999.0,actress,"tt0071129,tt0063288,tt0095765,tt0060164"
nm0536009,Lamberto Maggiorani,1909.0,1983.0,actor,"tt0054931,tt0041921,tt0043287,tt0040522"
nm0536056,Mark Magidson,,,"producer,writer,editor","tt0111467,tt0088919,tt0770802,tt0103767"
nm0536095,Benoît Magimel,1974.0,,actor,"tt0254686,tt0901485,tt0118100,tt0337103"
nm0536249,Claude Magnier,1920.0,1983.0,"writer,actor,director","tt0102603,tt3509304,tt0067274,tt0062083"
nm0536251,Franck Magnier,,,"writer,director,actor","tt1064932,tt1529235,tt0463872,tt2538654"
nm0536281,Deedee Magno,1975.0,,"music_department,actress,soundtrack","tt7170284,tt6873816,tt3061046,tt0108147"
nm0536299,Albert Magnoli,,,"director,writer,editor","tt0087957,tt5516298,tt0116030,tt0108234"
nm0536410,Tivi Magnusson,1942.0,,"producer,actor,production_manager","tt0236027,tt0119389,tt3877674,tt0418455"
nm0536421,Pierre Magny,,,"assistant_director,director,writer","tt1430612,tt0105377,tt0110027,tt1374992"
nm0536440,Jymn Magon,1949.0,,"writer,miscellaneous,producer","tt0098924,tt0108944,tt0092345,tt0113198"
nm0536461,Kate Magowan,1975.0,,"actress,producer,executive","tt3834000,tt0486655,tt0274309,tt1422136"
nm0536476,Cassandra Magrath,,,"actress,producer","tt1590960,tt1486196,tt0416315,tt0138785"
nm0536557,Charles H. Maguire,1927.0,2001.0,"producer,assistant_director,production_manager","tt0047296,tt0105112,tt0054997,tt0101669"
nm0536587,Jeff Maguire,,,writer,"tt0107206,tt0421206,tt0083284,tt0300556"
nm0536630,Sean Maguire,1976.0,,"actor,soundtrack","tt1073498,tt0484082,tt1843230,tt5511582"
nm0536632,Sharon Maguire,1960.0,,"director,producer,writer","tt1896747,tt1473832,tt0984200,tt0243155"
nm0536705,Ananth Narayan Mahadevan,1950.0,,"actor,director,writer","tt0106333,tt0476729,tt1245732,tt1804604"
nm0536708,Shankar Mahadevan,1967.0,,"music_department,soundtrack,composer","tt0347304,tt1188996,tt2356180,tt0292490"
nm0536723,Valerie Mahaffey,1953.0,,"actress,producer","tt3263904,tt0810913,tt0098878,tt0329575"
nm0536780,Thomas D. Mahard,,,actor,"tt1205489,tt1423995,tt1244754,tt2433040"
nm0536805,Haim Saban,1944.0,,"composer,producer,music_department","tt0113820,tt1823672,tt3717490,tt0141369"
nm0536868,Mohammad Ali Maher,,,writer,"tt0075143,tt0074896"
nm0536883,Sean Maher,1975.0,,actor,"tt2094064,tt6315800,tt0379786,tt0303461"
nm0536941,John Lee Mahin,1902.0,1984.0,"writer,producer,actor","tt0054127,tt0050490,tt0023427,tt0044030"
nm0537004,Zdenek Mahler,1928.0,2018.0,"writer,actor,miscellaneous","tt0173279,tt0127043,tt1754123,tt0086879"
nm0537248,Diane Adelson,1944.0,,actress,"tt5056154,tt5220684,tt0060666"
nm0537363,Richard Maibaum,1909.0,1991.0,"writer,producer,assistant_director","tt0097742,tt0059800,tt0058150,tt0076752"
nm0537550,Michael Mailer,1964.0,,"producer,director,actor","tt3480942,tt0346631,tt6572530,tt1935089"
nm0537754,Beate Mainka-Jellinghaus,1936.0,,"editor,editorial_department","tt0083946,tt0071691,tt0068182,tt0071655"
nm0537784,Daniel Mainwaring,1902.0,1977.0,"writer,miscellaneous","tt0049366,tt0086859,tt0039689,tt0041827"
nm0538048,Krzysztof Majchrzak,1948.0,,"actor,writer,script_department","tt0357037,tt0109510,tt0460829,tt0177838"
nm0538320,Alan Mak,1965.0,,"director,actor,writer","tt0369060,tt0374339,tt1349853,tt0338564"
nm0538614,Kelly Makin,,,"director,producer,miscellaneous","tt1059475,tt0130121,tt1159996,tt0262985"
nm0538655,Wendy Makkena,1958.0,,"actress,assistant_director","tt0473705,tt0105417,tt0108147,tt0118570"
nm0538683,Mako,1933.0,2006.0,"actor,soundtrack,production_designer","tt0082198,tt0245803,tt0060934,tt0213149"
nm0538763,Anatoliy Maksimov,1961.0,,producer,"tt0403358,tt2116974,tt0401089,tt0409904"
nm0538897,Bernard Malamud,1914.0,1986.0,writer,"tt0062977,tt0118648,tt0087781,tt0429173"
nm0539082,Romany Malco,1968.0,,"actor,soundtrack,writer","tt0439100,tt1621045,tt0405422,tt1204975"
nm0539137,Robyn Malcolm,1965.0,,"actress,producer","tt0167261,tt3914672,tt2401525,tt0461097"
nm0539155,Paula Malcomson,1970.0,,"actress,producer,director","tt0108358,tt1392170,tt1951265,tt0212720"
nm0539342,Parviz Malekzaade,1944.0,,cinematographer,"tt0118849,tt1343028,tt5775176,tt0234899"
nm0539395,Arthur Malet,1927.0,2013.0,"actor,soundtrack","tt0077651,tt0084649,tt0102057,tt0058331"
nm0539497,Pawan Malhotra,1958.0,,"actor,costume_department,production_manager","tt0461936,tt2356180,tt1093370,tt0400234"
nm0539562,Art Malik,1952.0,,"actor,producer","tt0087892,tt0111503,tt0093428,tt0780653"
nm0539651,Joshua Malina,1966.0,,"actor,producer,writer","tt0264150,tt0112346,tt0107206,tt0104257"
nm0539678,Ross Malinger,1984.0,,"actor,soundtrack","tt0099938,tt0115292,tt0114576,tt0108160"
nm0539794,Barry Malkin,1938.0,2019.0,"editor,editorial_department","tt0119978,tt0094737,tt0099674,tt0071562"
nm0539803,Laurence Malkin,,,"producer,writer,director","tt2393845,tt0428541,tt0795368,tt0271200"
nm0539990,Bill Malley,,,"art_director,production_designer","tt0104139,tt0070047,tt0069121,tt0077588"
nm0540216,Dag Malmberg,1953.0,,"actor,director","tt4600502,tt5727282,tt1002892,tt1733785"
nm0540269,Charlotte Malmlöf,,,"production_designer,art_department","tt0133189,tt0113675,tt0220100,tt0111464"
nm0540283,Skuli Fr. Malmquist,1973.0,,"producer,production_manager,miscellaneous","tt1598642,tt1695831,tt0461847,tt0808285"
nm0540330,Bruce Malmuth,1934.0,2005.0,"director,actor,writer","tt0082817,tt0110805,tt0099739,tt0087538"
nm0540338,Matty Malneck,1903.0,1981.0,"soundtrack,actor,music_department","tt0051201,tt0413300,tt0104797,tt0053291"
nm0540441,Jena Malone,1984.0,,"actress,soundtrack,producer","tt1951266,tt0118884,tt1974419,tt1951264"
nm0540532,William Malone,1953.0,,"director,writer,actor","tt0448190,tt0295254,tt0185371,tt0922547"
nm0540627,Thomas Malory,1414.0,1471.0,writer,"tt0963776,tt5642864,tt0082348,tt0045966"
nm0540695,Joseph Mallozzi,1965.0,,"producer,writer,miscellaneous","tt1286039,tt4159076,tt0118480,tt0374455"
nm0540759,Richard Maltby Jr.,1937.0,,"soundtrack,writer,miscellaneous","tt1532956,tt0482546,tt0065317,tt0058222"
nm0540791,San Fu Maltha,1958.0,,"producer,writer","tt1034314,tt1540761,tt0389557,tt0468644"
nm0540816,Albert Maltz,1908.0,1985.0,"writer,miscellaneous","tt0042286,tt0037792,tt5592248,tt0040636"
nm0541082,Zosia Mamet,1988.0,,"actress,producer,soundtrack","tt1315350,tt0842926,tt0360009,tt1723816"
nm0541120,Robert Mammone,1971.0,,"actor,producer","tt0234215,tt0242653,tt0443473,tt0190865"
nm0541218,Method Man,1971.0,,"actor,soundtrack,producer","tt0278488,tt0406438,tt0333766,tt1082886"
nm0541310,Plamen Manassiev,,,actor,"tt1909015,tt0271451,tt1182921,tt3213512"
nm0541389,Jean-Patrick Manchette,1942.0,1995.0,"writer,actor","tt0082935,tt0083734,tt2515034,tt0060828"
nm0541514,T.J. Mancini,,,"producer,writer,script_department","tt0419749,tt0149171,tt1538503,tt0119989"
nm0541548,Frank Mancuso Jr.,1958.0,,"producer,writer,executive","tt0122690,tt0089173,tt0114508,tt0120841"
nm0541629,Alan Mandel,1945.0,,"writer,producer,script_department","tt0086827,tt0076729,tt0090525,tt0077699"
nm0541632,Babaloo Mandel,1949.0,,"writer,miscellaneous,producer","tt0198021,tt0088161,tt0104694,tt0117108"
nm0541635,David Mandel,1971.0,,"writer,producer,director","tt0264235,tt1645170,tt1759761,tt0312528"
nm0541691,Nelson Mandela,1918.0,2013.0,"actor,writer,miscellaneous","tt1989591,tt2304771,tt2187590,tt0104797"
nm0541720,Corey Mandell,,,writer,"tt0185183,tt0102342"
nm0541721,Daniel Mandell,1895.0,1987.0,"editor,editorial_department","tt0036868,tt0036613,tt0053604,tt0051201"
nm0541902,Aasif Mandvi,1966.0,,"actor,producer,writer","tt1041829,tt9055008,tt1666339,tt1647668"
nm0541908,Costas Mandylor,1965.0,,actor,"tt1477076,tt0114857,tt1132626,tt0890870"
nm0541932,Tyler Mane,1966.0,,"actor,producer,writer","tt0373883,tt0120903,tt1311067,tt0332452"
nm0541989,Eric Manes,,,"producer,writer,actor","tt0275130,tt0115813,tt0233142,tt0221741"
nm0542000,Marshall Manesh,1950.0,,"actor,producer,writer","tt0460649,tt4224754,tt0449088,tt0118715"
nm0542009,Gaspard Manesse,1975.0,,"actor,composer","tt0295204,tt1483813,tt0099513,tt0092593"
nm0542062,Matt Manfredi,1971.0,,"writer,producer,director","tt0277615,tt2400463,tt0790736,tt0402022"
nm0542066,Valerio Manfredi,1943.0,,"writer,actor,producer","tt0462396,tt0491720,tt1876487,tt10950268"
nm0542118,Stephen Mangan,1968.0,,"actor,producer,writer","tt0249462,tt0423661,tt5716464,tt1979320"
nm0542133,Joe Manganiello,1976.0,,"actor,stunts,producer","tt2268016,tt0837156,tt0145487,tt0844441"
nm0542410,Phillip Manikum,1943.0,,actor,"tt0254334,tt0094525,tt0058853,tt0125439"
nm0542430,Cindy Manion,,,actress,"tt0090190,tt0084533,tt0082085,tt0283646"
nm0542450,Ethan Maniquis,,,"editor,editorial_department,visual_effects","tt10088006,tt1458169,tt0985694,tt0401792"
nm0542492,Rizwan Manji,1974.0,,"actor,producer,soundtrack","tt1645170,tt0418279,tt5247022,tt0472062"
nm0542493,Justin Monjo,1963.0,,"writer,producer,actor","tt0094764,tt0118929,tt0187636,tt3758172"
nm0542498,Mahesh Manjrekar,1953.0,,"actor,writer,director","tt1010048,tt0294662,tt0261545,tt0220832"
nm0542534,Herman J. Mankiewicz,1897.0,1953.0,"writer,producer,actor","tt0042053,tt0018662,tt0033467,tt0035211"
nm0542539,Tom Mankiewicz,1942.0,2010.0,"miscellaneous,writer,director","tt0070328,tt0071807,tt0066995,tt0089457"
nm0542551,Doug Mankoff,,,"producer,miscellaneous,executive","tt1821549,tt1369706,tt1285309,tt3859076"
nm0542552,Isidore Mankofsky,1931.0,,"cinematographer,camera_department,actor","tt0088794,tt0115571,tt0081534,tt0079588"
nm0542554,Wolf Mankowitz,1924.0,1998.0,"writer,producer,actor","tt0061452,tt0054790,tt0054086,tt0053806"
nm0542558,Blu Mankuma,1948.0,,"actor,soundtrack","tt1374992,tt1190080,tt1268970,tt0304669"
nm0542611,Dudley Manlove,1914.0,1996.0,actor,"tt0052077,tt0050396,tt0047708,tt0055872"
nm0542631,Abby Mann,1927.0,2008.0,"writer,producer,director","tt0069599,tt0113421,tt0055031,tt0080276"
nm0542635,Alakina Mann,1990.0,,actress,"tt0409499,tt0335119,tt0361642,tt0230600"
nm0542759,Gabriel Mann,1972.0,,"actor,soundtrack","tt8860450,tt2249007,tt8712204,tt2741602"
nm0542802,Jeff Mann,1965.0,,"production_designer,producer,director","tt0359950,tt0986263,tt0418279,tt1608290"
nm0542970,Stanley Mann,1928.0,2016.0,"writer,producer,actor","tt0059043,tt0087078,tt0087262,tt0082351"
nm0543115,David Manners,1901.0,1998.0,"actor,soundtrack","tt0023935,tt0024894,tt0023245,tt0021814"
nm0543169,Lucie Mannheim,1899.0,1976.0,"actress,writer","tt0058997,tt0250242,tt0037352,tt0026029"
nm0543283,Harold Manning,1968.0,,"writer,miscellaneous,director","tt1723811,tt3716530,tt3792960,tt0485947"
nm0543383,Taryn Manning,1978.0,,"actress,soundtrack,producer","tt2372162,tt0410097,tt0391304,tt0275022"
nm0543427,Sean Mannion,,,"art_department,production_designer,actor","tt2015381,tt1219827,tt1905041,tt0120184"
nm0543438,Daniel P. Mannix,1911.0,1997.0,"writer,director,producer","tt0041202,tt0082406,tt0355652,tt1180848"
nm0543547,Predrag 'Miki' Manojlovic,1950.0,,"actor,director,script_department","tt0118843,tt0114787,tt0808339,tt7791188"
nm0543598,Roland Manookian,1979.0,,actor,"tt0222608,tt1582196,tt1032755,tt0901507"
nm0543612,James Manos Jr.,,,"writer,producer,actor","tt0286486,tt0141842,tt1904956,tt0773262"
nm0543739,Clint Mansell,1963.0,,"composer,soundtrack,music_department","tt1182345,tt0947798,tt0414993,tt8122018"
nm0543779,David Mansfield,1956.0,,"composer,music_department,soundtrack","tt0118632,tt0210299,tt0407265,tt0080855"
nm0543919,Graeme Manson,,,"writer,producer,miscellaneous","tt0772215,tt6156584,tt0123755,tt2234222"
nm0544067,Michael Mantell,,,actor,"tt0274812,tt1124035,tt0496806,tt0310281"
nm0544275,Robert Manuel,1916.0,1995.0,"actor,miscellaneous,soundtrack","tt0048021,tt0191013,tt0103586,tt0048616"
nm0544307,John Bard Manulis,1956.0,,"producer,miscellaneous,production_manager","tt0443543,tt0318374,tt0112461,tt0074119"
nm0544334,Lesley Manville,1956.0,,"actress,soundtrack","tt1587310,tt0151568,tt5776858,tt1431181"
nm0544371,Linda Manz,1961.0,2020.0,actress,"tt0080117,tt0077405,tt0081291,tt0119174"
nm0544611,William Mapother,1965.0,,"actor,miscellaneous,producer","tt1549572,tt0411008,tt1196946,tt0247425"
nm0544718,Kate Mara,1983.0,,"actress,producer,soundtrack","tt0758794,tt0822854,tt1481572,tt1502712"
nm0544768,Matthew Maraffi,,,"production_designer,art_director","tt0220678,tt0138704,tt0241142"
nm0544820,Andree Maranda,,,"actress,soundtrack","tt0493174,tt0090190"
nm0544839,Agostino Marangolo,,,"composer,music_department,soundtrack","tt0073582,tt0076786,tt0076877,tt0365748"
nm0544947,Vincent Maraval,,,"producer,executive,actor","tt2278871,tt1125849,tt0795493,tt5362988"
nm0544999,Patrick Marber,1964.0,,"writer,actor,director","tt0376541,tt0465551,tt0108740,tt0469021"
nm0545085,Scott Marcano,,,"writer,producer,director","tt3829100,tt1091188,tt2246567,tt0115683"
nm0545150,Kelly Marcel,1974.0,,"writer,actress,producer","tt1270797,tt1641349,tt2140373,tt2322441"
nm0545186,Joseph Marcell,1948.0,,"actor,soundtrack,director","tt7533152,tt0184122,tt0098800,tt0179010"
nm0545298,Fredric March,1897.0,1975.0,"actor,soundtrack","tt0022835,tt0053946,tt0036868,tt0058576"
nm0545408,Nancy Marchand,1928.0,2000.0,actress,"tt0095705,tt0075528,tt0141842,tt0114319"
nm0545661,Lele Marchitelli,,,"composer,music_department,soundtrack","tt10182822,tt7157248,tt3655448,tt2358891"
nm0545803,Paul Marco,1927.0,2006.0,"actor,art_department,producer","tt0047898,tt0052077,tt0088751,tt0156843"
nm0545822,Alain Marcoen,,,"cinematographer,camera_department,director","tt0456396,tt3253736,tt2737050,tt1827512"
nm0545861,David Marconi,,,"writer,director,art_department","tt0120660,tt0107084,tt1615160,tt0337978"
nm0546057,Adam Marcus,1968.0,,"writer,director,producer","tt1572315,tt0107254,tt6328004,tt2318447"
nm0546064,Andrew Marcus,,,"editor,editorial_department,assistant_director","tt0144084,tt0109836,tt0248845,tt0104454"
nm0546140,Lawrence B. Marcus,1917.0,2001.0,"writer,miscellaneous","tt0053534,tt0081568,tt0052442,tt0051201"
nm0546152,Mike Marcus,,,"manager,producer,executive","tt0339147,tt0796375,tt3450970,tt1369706"
nm0546172,Richard Marcus,1945.0,,"actor,producer","tt0083483,tt0089092,tt0100814,tt0115320"
nm0546263,Richard Marden,1928.0,2006.0,"editor,sound_department,editorial_department","tt0069281,tt0095294,tt0067805,tt0093177"
nm0546267,Barry Marder,,,"writer,actor,producer","tt0169376,tt0112097,tt0389790,tt0135116"
