tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,genre1,genre2,genre3,url,averageRating,numVotes,metascore,country,primary_language,color,budget,opening_weekend_usa,gross_usa,cumulative_worldwide,tagline,summary,image_url
tt0328107,movie,Man on Fire,Man on Fire,0,2004,,146.0,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt0328107,7.7,328204,47,USA,English,Color,"$70,000,000","$22,751,490,","$77,911,774","$130,834,852",A Promise To Protect. A Vow To Avenge.,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0328538,movie,Thirteen,Thirteen,0,2003,,100.0,Drama,Drama,,,https://www.imdb.com/title/tt0328538,6.8,79283,70,USA,English,Color,"$2,000,000","$116,260,","$4,601,043","$10,128,960",It's happening so fast.,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.","https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0328589,movie,Under the Tuscan Sun,Under the Tuscan Sun,0,2003,,113.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0328589,6.8,47446,52,USA,English,Color,"$18,000,000","$9,751,425,","$43,610,723","$58,878,723",The Only Thing More Surprising Than The Chance She's Taking...Is Where It's Taking Her,A writer impulsively buys a villa in Tuscany in order to change her life.,"https://m.media-amazon.com/images/M/MV5BOGY5ZjQ4M2ItMjQ0NC00NjY4LWIwYmEtMTIxNzFmNjA4YmJlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0328828,movie,American Wedding,American Wedding,0,2003,,96.0,Comedy,Comedy,,,https://www.imdb.com/title/tt0328828,6.3,193955,43,USA,English,Color,"$55,000,000","$33,369,440,","$104,565,114","$232,722,935",This time they're going all the way.,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.","https://m.media-amazon.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0328880,movie,Brother Bear,Brother Bear,0,2003,,85.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0328880,6.8,96517,48,USA,English,Color,"$128,000,000","$291,940,","$85,336,277","$250,397,798",Welcome to a world where animals rule and the only human around... isn't human anymore.,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.","https://m.media-amazon.com/images/M/MV5BMTIyNTAyNDYxNF5BMl5BanBnXkFtZTYwNjYwMjg2._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0329028,movie,Dumb and Dumberer: When Harry Met Lloyd,Dumb and Dumberer: When Harry Met Lloyd,0,2003,,85.0,Comedy,Comedy,,,https://www.imdb.com/title/tt0329028,3.4,37283,19,USA,English,Color,"$19,000,000","$11,100,000,","$26,276,465","$39,267,515","Before the first movie, there was high school. They missed the bus.",Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,"https://m.media-amazon.com/images/M/MV5BMTcyMjk5MDQzM15BMl5BanBnXkFtZTYwNzYxNzk5._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0329101,movie,Freddy vs. Jason,Freddy vs. Jason,0,2003,,97.0,"Action,Horror",Action,Horror,,https://www.imdb.com/title/tt0329101,5.7,110583,37,Canada,English,Color,"$30,000,000","$36,400,000,","$82,622,655","$116,632,628",Le mal affronte le mal! (Evil confronts evil!) (French release),"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too.","https://m.media-amazon.com/images/M/MV5BODNlNWVjOTMtZjVjYy00MzRjLTg2MmQtNTM3MWVmZjFjYzgwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR5,0,182,268_AL_.jpg"
tt0329575,movie,Seabiscuit,Seabiscuit,0,2003,,140.0,"Drama,History,Sport",Drama,History,Sport,https://www.imdb.com/title/tt0329575,7.3,66693,72,USA,English,Black and White,"$87,000,000","$20,854,735,","$120,277,854","$148,336,445",The hopes of a nation rode on a long shot.,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,"https://m.media-amazon.com/images/M/MV5BMWVmMmE1YzItNGUyZS00MzgwLWFhNzYtYjM4ZTJmZDVjNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0329691,movie,Torque,Torque,0,2004,,84.0,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt0329691,4.1,27006,41,USA,English,Color,"$40,000,000","$9,970,557,","$21,215,059","$46,546,197",,A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.,"https://m.media-amazon.com/images/M/MV5BMjAxNDY3OTY2OV5BMl5BanBnXkFtZTcwMjYzMTQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0329717,movie,Hollywood Homicide,Hollywood Homicide,0,2003,,116.0,"Action,Comedy,Crime",Action,Comedy,Crime,https://www.imdb.com/title/tt0329717,5.3,35799,47,USA,English,Color,"$75,000,000","$11,112,632,","$30,940,691","$51,142,659","When time is running out, one shot is all you get",Two LAPD detectives who moonlight in other fields investigate the murder of an up-and-coming rap group.,"https://m.media-amazon.com/images/M/MV5BMTU5Mjk1NzQ4Nl5BMl5BanBnXkFtZTYwMTYxNzk5._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0329774,movie,xXx: State of the Union,xXx: State of the Union,0,2005,,101.0,"Action,Adventure,Crime",Action,Adventure,Crime,https://www.imdb.com/title/tt0329774,4.5,67063,37,USA,English,Color,"$113,000,000","$12,712,272,","$26,873,932","$71,022,693",Prepare for the next level,"Darius Stone, a new agent in the xXx program, is sent to Washington, D.C. to stop a coup attempt against the President of the United States.","https://m.media-amazon.com/images/M/MV5BMjY4ZGQ2OGItNGQ4NC00MWVmLTgxMzktYThjNmRlNjYzYjQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,,157.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,https://www.imdb.com/title/tt0330373,7.7,544583,81,UK,English,Color,"$150,000,000","$102,685,961,","$290,417,905","$896,420,762",Everything is about to change.,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0330793,movie,The Punisher,The Punisher,0,2004,,124.0,"Action,Crime,Drama",Action,Crime,Drama,https://www.imdb.com/title/tt0330793,6.4,149270,33,USA,English,Color,"$33,000,000","$14,000,000,","$33,810,189","$54,700,105",Frank Castle has died...but has been reborn as THE PUNISHER.,An undercover FBI agent becomes a vigilante and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.,"https://m.media-amazon.com/images/M/MV5BMjI5NjcwMTQxMV5BMl5BanBnXkFtZTcwODg5ODkwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0331632,movie,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,0,2004,,93.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,https://www.imdb.com/title/tt0331632,5.1,49785,34,USA,English,Color,"$80,000,000","$29,438,331,","$84,216,833","$181,216,833",They came. They saw. They ran.,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,"https://m.media-amazon.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0331811,movie,11:14,11:14,0,2003,,86.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt0331811,7.2,44795,65,USA,English,Color,"$6,000,000",,,"$3,810,792","Each coincidence, each detail, is part of your destiny.","The events leading up to an 11:14 p.m. car crash, from five very different perspectives.","https://m.media-amazon.com/images/M/MV5BMGM2MzVlMTMtNzVjNC00MTFiLTkzZDctZjMwMTJlNjJkYWZhXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0331953,movie,Club Dread,Club Dread,0,2004,,104.0,"Comedy,Horror,Mystery",Comedy,Horror,Mystery,https://www.imdb.com/title/tt0331953,5.7,28307,45,USA,English,Color,"$8,600,000","$3,035,688,","$5,001,708","$7,565,807",From the warped minds who brought you Super Troopers.,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,"https://m.media-amazon.com/images/M/MV5BMjExNDgxMjEwNl5BMl5BanBnXkFtZTcwMTYzNzQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0332047,movie,Fever Pitch,Fever Pitch,0,2005,,104.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0332047,6.2,42313,56,USA,English,Color,"$30,000,000","$12,400,125,","$42,071,069","$50,605,163",A Comedy About The Game Of Love.,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,"https://m.media-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0332136,movie,If Only,If Only,0,2004,,92.0,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,https://www.imdb.com/title/tt0332136,7.1,31326,,USA,English,Color,,,,,His love for her forced fate to change.,It takes a tragedy to teach the young businessman Ian to put love ahead of work and open up to his musician girlfriend Samantha.,"https://m.media-amazon.com/images/M/MV5BZjg1ZDg4ZTQtMmFjNS00N2VkLWEzNDUtYzE3YTUxZjU5ZjE2XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0332280,movie,The Notebook,The Notebook,0,2004,,123.0,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0332280,7.8,517665,53,USA,English,Color,"$29,000,000","$13,464,745,","$81,001,787","$117,814,909",Behind every great love is a great story.,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.","https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0332375,movie,Saved!,Saved!,0,2004,,92.0,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt0332375,6.7,44522,62,USA,English,Color,"$5,000,000","$345,136,","$8,940,582","$10,275,509",Got Passion? Get Saved. 5:28,"When a girl attending a Christian high school becomes pregnant, all of her former friends turn on her and she is ostracized and demonized.","https://m.media-amazon.com/images/M/MV5BMTQ1ODM1ODU1N15BMl5BanBnXkFtZTcwMjI5MzA3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0332379,movie,School of Rock,The School of Rock,0,2003,,109.0,"Comedy,Music",Comedy,Music,,https://www.imdb.com/title/tt0332379,7.1,267345,82,USA,English,Color,"$35,000,000","$19,622,714,","$81,261,177","$131,095,990",He just landed the gig of his life: 5th grade.,"After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.","https://m.media-amazon.com/images/M/MV5BMjEwOTMzNjYzMl5BMl5BanBnXkFtZTcwNjczMTQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0332452,movie,Troy,Troy,0,2004,,163.0,"Drama,History",Drama,History,,https://www.imdb.com/title/tt0332452,7.3,486850,56,USA,English,Color,"$175,000,000","$46,865,412,","$133,378,256","$497,409,852",For Passion,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.","https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0333766,movie,Garden State,Garden State,0,2004,,102.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0333766,7.4,206319,67,USA,English,Color,"$2,500,000","$201,115,","$26,782,316","$35,825,316",,A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.,"https://m.media-amazon.com/images/M/MV5BMjc5MDE0NjkxOF5BMl5BanBnXkFtZTcwNzA0NTkyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0333780,movie,Legally Blonde 2,"Legally Blonde 2: Red, White & Blonde",0,2003,,95.0,Comedy,Comedy,,,https://www.imdb.com/title/tt0333780,4.8,61227,47,USA,English,Color,"$45,000,000","$22,220,670,","$90,186,328","$124,914,842",Bigger. Bolder. Blonder,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.","https://m.media-amazon.com/images/M/MV5BMTkwNzExMjk0MF5BMl5BanBnXkFtZTcwOTUzNDcyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0335119,movie,Girl with a Pearl Earring,Girl with a Pearl Earring,0,2003,,100.0,"Biography,Drama,Romance",Biography,Drama,Romance,https://www.imdb.com/title/tt0335119,6.9,72086,72,UK,English,Color,"$12,000,000","$89,472,","$11,670,971","$33,030,115",Discover the mystery behind the legend.,A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,"https://m.media-amazon.com/images/M/MV5BOTU3NTg5NDYtNWNkMC00ODZiLTljZjQtNjZhNjlhNjZiNDBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0335245,movie,The Ladykillers,The Ladykillers,0,2004,,104.0,"Comedy,Crime,Thriller",Comedy,Crime,Thriller,https://www.imdb.com/title/tt0335245,6.2,98929,56,USA,English,Color,"$35,000,000","$12,634,563,","$39,799,191","$76,665,191",Winner takes all. Spring.,"An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.","https://m.media-amazon.com/images/M/MV5BMTYwNjUxMTYzM15BMl5BanBnXkFtZTYwNjgwMjY3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0335266,movie,Lost in Translation,Lost in Translation,0,2003,,102.0,"Comedy,Drama",Comedy,Drama,,https://www.imdb.com/title/tt0335266,7.7,412536,89,USA,English,Color,"$4,000,000","$925,087,","$44,585,453","$118,686,019",Everyone wants to be found.,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0335345,movie,The Passion of the Christ,The Passion of the Christ,0,2004,,127.0,Drama,Drama,,,https://www.imdb.com/title/tt0335345,7.2,214422,47,USA,Aramaic,Color,"$30,000,000","$83,848,082,","$370,782,930","$612,054,428",One man changed the world forever.,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.","https://m.media-amazon.com/images/M/MV5BNDY1N2IyYWMtZTY4OS00OGM1LTkxNmUtOTQzYmM5MmI2YmVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0335438,movie,Starsky & Hutch,Starsky & Hutch,0,2004,,101.0,"Comedy,Crime",Comedy,Crime,,https://www.imdb.com/title/tt0335438,6.1,138011,55,USA,English,Color,"$60,000,000","$28,103,367,","$88,237,754","$170,268,750",They're the man.,"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".","https://m.media-amazon.com/images/M/MV5BMzU2NTQ1NTkxOV5BMl5BanBnXkFtZTcwNTE1MTEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0335559,movie,Win a Date with Tad Hamilton!,Win a Date with Tad Hamilton!,0,2004,,96.0,"Comedy,Romance",Comedy,Romance,,https://www.imdb.com/title/tt0335559,5.6,26622,52,USA,English,Color,"$22,000,000","$7,320,066,","$17,071,962","$21,513,434","In every love story, there's only room for one leading man.","A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.","https://m.media-amazon.com/images/M/MV5BMTM0ODcyNjA4NF5BMl5BanBnXkFtZTcwMjM3NjQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0337563,movie,13 Going on 30,13 Going on 30,0,2004,,98.0,"Comedy,Fantasy,Romance",Comedy,Fantasy,Romance,https://www.imdb.com/title/tt0337563,6.2,166215,57,USA,English,Color,"$37,000,000","$21,054,283,","$57,231,747","$96,455,697","For some, 13 feels like it was just yesterday. For Jenna, it was.","A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.","https://m.media-amazon.com/images/M/MV5BMjE1NzI5NTkwMF5BMl5BanBnXkFtZTYwOTA4NzY2._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0337692,movie,On the Road,On the Road,0,2012,,124.0,"Adventure,Drama,Romance",Adventure,Drama,Romance,https://www.imdb.com/title/tt0337692,6.1,39762,56,France,English,Color,"$25,000,000","$39,550,","$744,296","$9,617,377",The best teacher is experience.,"Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.","https://m.media-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0337697,movie,The Prince and Me,The Prince & Me,0,2004,,111.0,"Comedy,Family,Romance",Comedy,Family,Romance,https://www.imdb.com/title/tt0337697,5.9,37510,47,USA,English,Color,"$22,000,000","$9,406,378,","$28,176,497","$37,666,766",Every girl's dream is about to come true...,"At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.","https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0337741,movie,Something's Gotta Give,Something's Gotta Give,0,2003,,128.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,https://www.imdb.com/title/tt0337741,6.7,111528,66,USA,English,Color,"$80,000,000","$16,064,723,","$124,728,738","$265,328,738",,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,"https://m.media-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0337876,movie,Birth,Birth,0,2004,,100.0,"Drama,Fantasy,Mystery",Drama,Fantasy,Mystery,https://www.imdb.com/title/tt0337876,6.1,34645,50,UK,English,Color,"$20,000,000","$1,282,000,","$5,095,038","$23,925,492","She wished her husband would come back from the dead. Now, he is back.",A young boy attempts to convince a woman that he is her dead husband reborn.,"https://m.media-amazon.com/images/M/MV5BNzUzNzI4MzU4NV5BMl5BanBnXkFtZTcwMjcxMzcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0337921,movie,Cellular,Cellular,0,2004,,94.0,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt0337921,6.5,93029,60,USA,English,Color,"$25,000,000","$10,600,000,","$32,003,620","$57,678,321",If the signal dies so does she.,A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped; and the kidnappers have targeted her husband and child next.,"https://m.media-amazon.com/images/M/MV5BMmRmODc1OGEtYzhjOC00Y2FiLWFhNWUtYTJiYjlhMGU0Njk4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
